step,MSE,val MSE,PSNR (dB),val PSNR,MSSSIM,val MSSSIM
1,0.0059516197114969326,0.0035064793040004115,23.381518315357766,24.44759074501369,0.9122961422630177,0.9407740377861521
2,0.0033018916087509814,0.0031638670277417355,24.865493853380727,24.888452488443125,0.9458354671669614,0.9476023679194243
